tokenID,Tier,Genesis,Avatar,Background,Shaft,Axe Head,Accessory,Necklace,Pommel,Mage Hat,Holiday Hat,Sunglasses,Pipe,Trait Count,Tier Score,Genesis Score,Avatar Score,Background Score,Shaft Score,Axe Head Score,Accessory Score,Necklace Score,Pommel Score,Mage Hat Score,Holiday Hat Score,Sunglasses Score,Pipe Score,Trait Count Score,Total Score,Rank
7989,Expert,V1,Forest Goblin,BTC Sky,Hyperbeast Trophy,Ornate Gemcutter,Wen Lambo,Amethyst Pendant,Skull of Death,None,None,None,Ancient Pipe,10,160,2.666666667,17.4291939,1600,1600,50,888.8888889,55.94405594,307.6923077,1.031060704,1.009591116,1.006036217,2666.666667,150.9433962,7503.277864,11
7957,Expert,V2,Harbor Cyclops,Tetris Orange,Opal Cogged,Diamond Crusher,Wen Lambo,None,Crown of Gold,None,None,None,None,8,160,6.785411366,17.7383592,4000,1600,50,888.8888889,1.106960011,333.3333333,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,7069.391905,12
7999,Expert,V1,Tundra Elf,ETH Ocean,Hyperbeast Split,Ornate Gemcutter,Real Ape,None,Skull of Death,Hot Pink Mage Hat,None,None,Ancient Pipe,10,160,2.666666667,18.26484018,1142.857143,1600,50,615.3846154,1.106960011,307.6923077,181.8181818,1.009591116,1.006036217,2666.666667,150.9433962,6899.416405,13
7960,Expert,V1,Forest Goblin,Sunshine Pix,Opal Stabilizer,Spiked Pick,Real Ape,Ruby Pendant,Crown of Gold,None,None,None,None,9,160,2.666666667,17.4291939,4000,1600,50,615.3846154,69.56521739,333.3333333,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,6873.315071,14
7962,Expert,V3,Tundra Troll,ETH Soil,Opal Stabilizer,Diamond Crusher,MoonRocket,None,Crown of Gold,None,None,None,None,8,160,2.094240838,18.26484018,2666.666667,1600,50,2000,1.106960011,333.3333333,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,6843.004993,15
7970,Expert,V1,Desert Goblin,Neon Sky ETH,Lemon-Limestone Triple,Spiked Pick,Big ETH Guard,Gold Pendant,Skull of Death,None,None,None,Bubblegum Pipe,10,160,2.666666667,18.86792453,1600,1600,50,800,58.82352941,307.6923077,1.031060704,1.009591116,1.006036217,2000,150.9433962,6752.040513,16
7982,Expert,V2,Forest Goblin,BTC Sky,Urban Camo Cogged,Diamond Crusher,None,Ruby Pendant,Crown of Gold,None,None,None,Ruby Pipe,9,160,6.785411366,17.4291939,1600,1600,50,1.429337145,69.56521739,333.3333333,1.031060704,1.009591116,1.006036217,2666.666667,20.88772846,6529.143576,17
7991,Expert,V1,Sunsoul Dwarf,Tetris Teal,Hyperbeast Triple,Rockclaw,Big BTC guard,Sapphire Pendant,Skull of Death,None,None,Crimson Shades,None,10,160,2.666666667,17.77777778,2000,1600,50,888.8888889,68.96551724,307.6923077,1.031060704,1.009591116,888.8888889,1.001627645,150.9433962,6138.865723,18
7977,Expert,V3,Tundra Troll,ETH Ocean,Urban Camo Triple,Diamond Crusher,Big ETH Guard,None,Crown of Gold,Orange Mage Hat,None,None,Ruby Pipe,10,160,2.094240838,18.26484018,1142.857143,266.6666667,50,800,1.106960011,333.3333333,200,1.009591116,1.006036217,2666.666667,150.9433962,5793.948874,19
7986,Expert,V1,Galactic Orc,BTC Sky,Hyperbeast Trophy,Rockclaw,MoonRocket,None,Crown of Gold,None,None,None,None,8,160,2.666666667,16.59751037,1600,1600,50,2000,1.106960011,333.3333333,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,5775.243423,20
7996,Expert,V3,Desert Cyclops,Blue Spotted BTC,Hyperbeast Split,Rockclaw,Wen Lambo,None,Skull of Death,None,None,Hot Pink Shades,None,9,160,2.094240838,18.82352941,1600,1600,50,888.8888889,1.106960011,307.6923077,1.031060704,1.009591116,1000,1.001627645,20.88772846,5652.535935,21
7988,Expert,V2,Desert Cyclops,ETH Soil,Hyperbeast Trophy,Slicer,Real Ape,Sapphire Pendant,Skull of Death,None,None,None,None,9,160,6.785411366,18.82352941,2666.666667,1600,50,615.3846154,68.96551724,307.6923077,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,5519.254092,22
7998,Expert,V1,Starburst Elf,ETH Moon,Hyperbeast Split,Slicer,Big BTC guard,None,Skull of Death,None,Santa,None,None,9,160,2.666666667,17.31601732,1600,1600,50,888.8888889,1.106960011,307.6923077,1.031060704,727.2727273,1.006036217,1.001627645,20.88772846,5378.870021,23
7981,Expert,V3,Harbor Dwarf,Watermelon Pix,Urban Camo Cogged,Rockclaw,None,Amethyst Pendant,Skull of Death,None,None,None,Bubblegum Pipe,9,160,2.094240838,17.7383592,1142.857143,1600,50,1.429337145,55.94405594,307.6923077,1.031060704,1.009591116,1.006036217,2000,20.88772846,5361.68986,24
7951,Expert,V3,Forest Troll,Tetris Teal,Godmetal Cogged,Rockclaw,Wen Lambo,Ruby Pendant,Skull of Death,None,None,None,None,9,160,2.094240838,16.77148847,2000,1600,50,888.8888889,69.56521739,307.6923077,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,5119.948187,25
7973,Expert,V2,Harbor Elf,ETH Ocean,Lemon-Limestone Triple,Slicer,Real Ape,Emerald Pendant,Skull of Death,None,None,Red Shades,None,10,160,6.785411366,17.54385965,1142.857143,1600,50,615.3846154,57.14285714,307.6923077,1.031060704,1.009591116,1000,1.001627645,150.9433962,5111.39187,26
7984,Expert,V3,Tundra Elf,Tetris Teal,Urban Camo Cogged,Ornate Gemcutter,Big ETH Guard,Gold Pendant,Skull of Death,None,None,None,None,9,160,2.094240838,18.26484018,2000,1600,50,800,58.82352941,307.6923077,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,5021.810962,27
7997,Expert,V1,Tundra Elf,ETH Moon,Hyperbeast Split,Diamond Crusher,Wen Lambo,None,Skull of Death,Royal Blue Mage Hat,None,None,None,9,160,2.666666667,18.26484018,1600,1600,50,888.8888889,1.106960011,307.6923077,177.7777778,1.009591116,1.006036217,1.001627645,20.88772846,4830.302425,28
7983,Expert,V3,Tundra Troll,Neon Sky ETH,Urban Camo Cogged,Slicer,Wen Lambo,None,Skull of Death,Royal Blue Mage Hat,None,None,None,9,160,2.094240838,18.26484018,1600,1600,50,888.8888889,1.106960011,307.6923077,177.7777778,1.009591116,1.006036217,1.001627645,20.88772846,4829.729999,29
7969,Expert,V1,Desert Troll,BTC Sky,Lemon-Limestone Trophy,Ornate Gemcutter,Wen Lambo,Ruby Pendant,Crown of Gold,None,None,None,None,9,160,2.666666667,17.77777778,1600,1600,50,888.8888889,69.56521739,333.3333333,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,4747.167928,30
7959,Expert,V1,Tundra Troll,BTC Pink Moon,Opal Cogged,Ornate Gemcutter,Wen Lambo,Topaz Pendant,Crown of Gold,None,None,None,None,9,160,2.666666667,18.26484018,1600,1600,50,888.8888889,65.04065041,333.3333333,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,4743.130424,31
7963,Expert,V1,Sunsoul Cyclops,Neon Sky ETH,Opal Stabilizer,Slicer,Big BTC guard,Ruby Pendant,Skull of Death,None,None,None,None,9,160,2.666666667,18.47575058,1600,1600,50,888.8888889,69.56521739,307.6923077,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,4722.224875,32
7958,Expert,V2,Desert Dwarf,Blue Spotted BTC,Opal Cogged,Slicer,Big BTC guard,Gold Pendant,Skull of Death,None,None,None,None,9,160,6.785411366,18.43317972,1600,1600,50,888.8888889,58.82352941,307.6923077,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,4715.559361,33
7972,Expert,V3,Desert Cyclops,BTC Sky,Lemon-Limestone Triple,Diamond Crusher,Big BTC guard,Amethyst Pendant,Skull of Death,None,None,None,None,9,160,2.094240838,18.82352941,1600,1600,50,888.8888889,55.94405594,307.6923077,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,4708.379067,34
7950,Expert,V1,Forest Goblin,ETH Moon,Godmetal Cogged,Spiked Pick,Wen Lambo,None,Crown of Gold,None,None,None,None,8,160,2.666666667,17.4291939,1600,1600,50,888.8888889,1.106960011,333.3333333,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,4664.963995,35
7952,Expert,V1,Desert Orc,Blue Spotted BTC,Godmetal Cogged,Diamond Crusher,Big ETH Guard,Amethyst Pendant,Crown of Gold,None,None,None,None,9,160,2.666666667,17.09401709,1600,1600,50,800,55.94405594,333.3333333,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,4643.974117,36
7980,Expert,V3,Forest Orc,Blue Spotted BTC,Urban Camo Cogged,Spiked Pick,Big ETH Guard,None,Crown of Gold,None,None,None,None,8,160,2.094240838,19.8019802,1600,1600,50,800,1.106960011,333.3333333,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,4577.875467,37
7994,Expert,V3,Galactic Orc,Blue Spotted BTC,Hyperbeast Triple,Ornate Gemcutter,Big ETH Guard,None,Crown of Gold,None,None,None,None,8,160,2.094240838,16.59751037,1600,1600,50,800,1.106960011,333.3333333,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,4574.670997,38
7955,Expert,V1,Tundra Troll,Neon Sky ETH,Opal Cogged,Spiked Pick,Real Ape,Ruby Pendant,Skull of Death,None,None,None,None,9,160,2.666666667,18.26484018,1600,1600,50,615.3846154,69.56521739,307.6923077,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,4448.509691,39
7971,Expert,V1,Desert Goblin,ETH Ocean,Lemon-Limestone Triple,Rockclaw,Big BTC guard,None,Crown of Gold,None,None,None,None,8,160,2.666666667,18.86792453,1142.857143,1600,50,888.8888889,1.106960011,333.3333333,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,4209.259869,40
7974,Expert,V1,Sunsoul Dwarf,ETH Ocean,Lemon-Limestone Triple,Ornate Gemcutter,Big BTC guard,None,Crown of Gold,None,None,None,None,8,160,2.666666667,17.77777778,1142.857143,1600,50,888.8888889,1.106960011,333.3333333,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,4208.169722,41
7967,Expert,V2,Desert Troll,Watermelon Pix,Lemon-Limestone Trophy,Diamond Crusher,Big ETH Guard,Topaz Pendant,Skull of Death,None,None,None,None,9,160,6.785411366,17.77777778,1142.857143,1600,50,800,65.04065041,307.6923077,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,4175.089334,42
7965,Expert,V3,Tundra Elf,Watermelon Pix,Lemon-Limestone Trophy,Spiked Pick,Real Ape,None,Crown of Gold,Pink Mage Hat,None,None,None,9,160,2.094240838,18.26484018,1142.857143,1600,50,615.3846154,1.106960011,333.3333333,210.5263158,1.009591116,1.006036217,1.001627645,20.88772846,4157.472432,43
7979,Expert,V3,Harbor Elf,Watermelon Pix,Urban Camo Triple,Ornate Gemcutter,None,Sapphire Pendant,Skull of Death,None,None,None,Bubblegum Pipe,9,160,2.094240838,17.54385965,1142.857143,266.6666667,50,1.429337145,68.96551724,307.6923077,1.031060704,1.009591116,1.006036217,2000,20.88772846,4041.183489,44
7968,Expert,V1,Forest Troll,Watermelon Pix,Lemon-Limestone Trophy,Slicer,Real Ape,Sapphire Pendant,Crown of Gold,None,None,None,None,9,160,2.666666667,16.77148847,1142.857143,1600,50,615.3846154,68.96551724,333.3333333,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,4014.914808,45
7954,Expert,V3,Desert Orc,ETH Ocean,Godmetal Cogged,Ornate Gemcutter,Real Ape,None,Crown of Gold,None,None,None,None,8,160,2.094240838,17.09401709,1142.857143,1600,50,615.3846154,1.106960011,333.3333333,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,3933.409262,46
7563,Apprentice,V1,Sunsoul Cyclops,Gradient Pixeled Sky Blue,Starmetal Handguard,Skull Cruncher,Evil eyed Skull,None,Rose Quartz,None,None,Blue Shades,None,9,66.66666667,2.666666667,18.47575058,177.7777778,400,66.66666667,307.6923077,1.106960011,102.5641026,1.031060704,1.009591116,2666.666667,1.001627645,20.88772846,3834.213573,47
8198,Expert,V3,Sunsoul Dwarf,BTC Pink Moon,Hyperbeast Trophy,Spiked Pick,None,Ruby Pendant,Skull of Death,None,None,None,None,8,160,2.094240838,17.77777778,1600,1600,50,1.429337145,69.56521739,307.6923077,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,3820.097833,48
7987,Expert,V3,Forest Troll,ETH Moon,Hyperbeast Trophy,Diamond Crusher,None,None,Skull of Death,None,None,None,None,7,160,2.094240838,16.77148847,1600,1600,50,1.429337145,1.106960011,307.6923077,1.031060704,1.009591116,1.006036217,1.001627645,3.408606732,3746.551257,49
7722,Apprentice,V3,Desert Orc,Gradient Pixeled Sandstorm,Tripmetal Split,Slate Stinger,Bananas,None,Diamond Hands,None,Light Pink Holiday Hat,Red Shades,None,10,66.66666667,2.094240838,17.09401709,200,400,53.33333333,195.1219512,1.106960011,86.02150538,1.031060704,1333.333333,1000,1.001627645,150.9433962,3507.748092,50
7975,Expert,V1,Tundra Elf,BTC Pink Moon,Urban Camo Triple,Spiked Pick,Real Ape,Gold Pendant,Crown of Gold,None,None,None,None,9,160,2.666666667,18.26484018,1600,266.6666667,50,615.3846154,58.82352941,333.3333333,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,3130.075696,51
7976,Expert,V2,Desert Cyclops,Watermelon Pix,Urban Camo Triple,Rockclaw,Big ETH Guard,None,Crown of Gold,None,None,None,None,8,160,6.785411366,18.82352941,1142.857143,266.6666667,50,800,1.106960011,333.3333333,1.031060704,1.009591116,1.006036217,1.001627645,7.490636704,2791.111996,52
7978,Expert,V1,Galactic Orc,ETH Ocean,Urban Camo Triple,Slicer,Real Ape,Gold Pendant,Skull of Death,None,None,None,None,9,160,2.666666667,16.59751037,1142.857143,266.6666667,50,615.3846154,58.82352941,307.6923077,1.031060704,1.009591116,1.006036217,1.001627645,20.88772846,2645.624483,53
7630,Apprentice,V3,Forest Troll,Gradient Pixeled Maroon,Lavacore Lamp,Spiked Pick,BTC Charm,None,Rose Quartz,None,Light Pink Holiday Hat,None,None,9,66.66666667,2.094240838,16.77148847,200,400,50,320,1.106960011,102.5641026,1.031060704,1333.333333,1.006036217,1.001627645,20.88772846,2516.463245,54
7616,Novice,V3,Harbor Elf,Gradient Pixeled Aqua,Titanium Ten Rings,Turbo Pick,Evil eyed Skull,Emerald Pendant,ETH,None,None,Orange Shades,None,10,10,2.094240838,17.54385965,250,400,53.33333333,307.6923077,57.14285714,96.38554217,1.031060704,1.009591116,1000,1.001627645,150.9433962,2348.177817,55
7574,Apprentice,V3,Sunsoul Dwarf,Gradient Pixeled Deep Blue,Plaidmetal Nut & Bolt,Diamond Crusher,Big Money guard,Amethyst Pendant,Rose Quartz,None,None,Red Shades,None,10,66.66666667,2.094240838,17.77777778,195.1219512,400,50,228.5714286,55.94405594,102.5641026,1.031060704,1.009591116,1000,1.001627645,150.9433962,2272.725899,56
7863,Novice,V1,Desert Troll,Gradient Pixeled Sun,All Star Trophy,Skull Cruncher,Evil eyed Skull,Topaz Pendant,Magic Butterfly,None,None,Crimson Shades,None,10,10,2.666666667,17.77777778,235.2941176,400,66.66666667,307.6923077,65.04065041,117.6470588,1.031060704,1.009591116,888.8888889,1.001627645,150.9433962,2265.65981,57
7668,Apprentice,V1,Forest Goblin,Gradient Pixeled Orange Slice,Tripmetal Trophy,Dragon Tail,BTC Charm,None,Magic Butterfly,None,None,Hot Pink Shades,None,9,66.66666667,2.666666667,17.4291939,210.5263158,400,53.33333333,320,1.106960011,117.6470588,1.031060704,1.009591116,1000,1.001627645,20.88772846,2213.306203,58
7575,Apprentice,V1,Desert Dwarf,Gradient Pixeled Scarlett,Plaidmetal Nut & Bolt,Ornate Pick,Master Key,Amethyst Pendant,Diamond Hands,None,None,Red Shades,None,10,66.66666667,2.666666667,18.43317972,173.9130435,400,53.33333333,195.1219512,55.94405594,86.02150538,1.031060704,1.009591116,1000,1.001627645,150.9433962,2206.086078,59
7894,Novice,V2,Forest Orc,Gradient Pixeled Aqua,Rainbow Leatherbound,Diamond Crusher,Big Money,Emerald Pendant,BTC,None,None,Crimson Shades,None,10,10,6.785411366,19.8019802,250,400,50,250,57.14285714,102.5641026,1.031060704,1.009591116,888.8888889,1.001627645,150.9433962,2189.168916,60
7753,Apprentice,V3,Tundra Troll,Gradient Pixeled Sky Blue,Plaidmetal Key,Pulveriser 3000,BTC Charm,None,ETH,None,None,Hot Pink Shades,None,9,66.66666667,2.094240838,18.26484018,177.7777778,400,80,320,1.106960011,96.38554217,1.031060704,1.009591116,1000,1.001627645,20.88772846,2186.226036,61
7938,Apprentice,V1,Forest Troll,Gradient Pixeled Sandstorm,Titanium Multilayered,Steel Gutknife,Evil eyed Skull,None,ETH,None,None,Orange Shades,None,9,66.66666667,2.666666667,16.77148847,200,400,53.33333333,307.6923077,1.106960011,96.38554217,1.031060704,1.009591116,1000,1.001627645,20.88772846,2168.552973,62
7320,Novice,V3,Tundra Elf,Pixeled Sky Blue,Rattlesnake Spike Core,Wedge Sledge,None,Sapphire Pendant,The All Seeing Eye,None,Light Pink Holiday Hat,None,None,9,10,2.094240838,18.26484018,156.8627451,320,53.33333333,1.429337145,68.96551724,105.2631579,1.031060704,1333.333333,1.006036217,1.001627645,20.88772846,2093.472958,63
7948,Apprentice,V1,Tundra Elf,Gradient Pixeled Sky Blue,Titanium Multilayered,Dragon Tail,BTC Charm,Ruby Pendant,BTC,None,Santa,None,None,10,66.66666667,2.666666667,18.26484018,177.7777778,400,53.33333333,320,69.56521739,102.5641026,1.031060704,727.2727273,1.006036217,1.001627645,150.9433962,2092.093453,64
7682,Apprentice,V3,Forest Troll,Gradient Pixeled Sky Blue,Platinum All Star,Slate Stinger,Big Money guard,None,BTC,None,None,Orange Shades,None,9,66.66666667,2.094240838,16.77148847,177.7777778,400,53.33333333,228.5714286,1.106960011,102.5641026,1.031060704,1.009591116,1000,1.001627645,20.88772846,2072.816006,65
7693,Apprentice,V3,Desert Cyclops,Gradient Pixeled Forest,Osmium Leatherbound,Pulveriser 3000,ETH Charm,None,ETH,None,None,Orange Shades,None,9,66.66666667,2.094240838,18.82352941,177.7777778,400,80,200,1.106960011,96.38554217,1.031060704,1.009591116,1000,1.001627645,20.88772846,2066.784725,66
7220,Novice,V1,Harbor Dwarf,Pixeled Aqua,Gold Stabilizer,Wedge Sledge,None,Topaz Pendant,Persian Moon,None,Light Pink Holiday Hat,None,None,9,10,2.666666667,17.7383592,142.8571429,320,53.33333333,1.429337145,65.04065041,94.11764706,1.031060704,1333.333333,1.006036217,1.001627645,20.88772846,2064.442923,67
7680,Apprentice,V3,Sunsoul Cyclops,Gradient Pixeled Deep Blue,Platinum All Star,Rockvice,ETH Charm,None,Rose Quartz,None,None,Hot Pink Shades,None,9,66.66666667,2.094240838,18.47575058,195.1219512,400,53.33333333,200,1.106960011,102.5641026,1.031060704,1.009591116,1000,1.001627645,20.88772846,2063.293013,68
7739,Apprentice,V3,Tundra Goblin,Gradient Pixeled Forest,Toucan Multilayered,Regal Rockslicer,ETH Charm,None,Magic Butterfly,None,None,Orange Shades,None,9,66.66666667,2.094240838,20.10050251,177.7777778,400,53.33333333,200,1.106960011,117.6470588,1.031060704,1.009591116,1000,1.001627645,20.88772846,2062.656548,69
7386,Novice,V3,Harbor Cyclops,Pixeled Banana,Diamond Handguard,Bone Nail,None,None,The All Seeing Eye,None,Light Pink Holiday Hat,None,None,8,10,2.094240838,17.7383592,153.8461538,320,61.53846154,1.429337145,1.106960011,105.2631579,1.031060704,1333.333333,1.006036217,1.001627645,7.490636704,2016.879365,70
6926,Novice,V1,Sunsoul Cyclops,Pixeled Aqua,Tripmetal Spike Core,Spiked Pick,None,None,Silver Spade,None,Light Pink Holiday Hat,None,None,8,10,2.666666667,18.47575058,142.8571429,320,50,1.429337145,1.106960011,105.2631579,1.031060704,1333.333333,1.006036217,1.001627645,7.490636704,1995.66171,71
7782,Apprentice,V1,Desert Orc,Gradient Pixeled Scarlett,Polka Nut & Bolt,Slate Stinger,Master Key,None,Magic Butterfly,None,None,Crimson Shades,None,9,66.66666667,2.666666667,17.09401709,173.9130435,400,53.33333333,195.1219512,1.106960011,117.6470588,1.031060704,1.009591116,888.8888889,1.001627645,20.88772846,1940.368594,72
7893,Novice,V1,Starburst Elf,Gradient Pixeled Forest,Rainbow Leatherbound,Pulveriser 3000,Big Money,Ruby Pendant,ETH,None,None,Gray Shades,None,10,10,2.666666667,17.31601732,177.7777778,400,80,250,69.56521739,96.38554217,1.031060704,1.009591116,666.6666667,1.001627645,150.9433962,1924.363564,73
7923,Novice,V1,Tundra Troll,Gradient Pixeled Maroon,Lavacore Split,Skull Cruncher,None,Topaz Pendant,Magic Butterfly,None,None,Hot Pink Shades,None,9,10,2.666666667,18.26484018,200,400,66.66666667,1.429337145,65.04065041,117.6470588,1.031060704,1.009591116,1000,1.001627645,20.88772846,1905.645228,74
7764,Apprentice,V3,Desert Dwarf,Gradient Pixeled Scarlett,Plaidmetal Key,Hydraulic Rock Piercer,Evil eyed Skull,Gold Pendant,ETH,None,Navy Blue Holiday Hat,None,None,10,66.66666667,2.094240838,18.43317972,173.9130435,400,53.33333333,307.6923077,58.82352941,96.38554217,1.031060704,571.4285714,1.006036217,1.001627645,150.9433962,1902.752536,75
7740,Novice,V1,Forest Troll,Gradient Pixeled Orange Slice,Toucan Multilayered,Rockvice,Big Money guard,Amethyst Pendant,Rose Quartz,None,None,Gray Shades,None,10,10,2.666666667,16.77148847,210.5263158,400,53.33333333,228.5714286,55.94405594,102.5641026,1.031060704,1.009591116,666.6666667,1.001627645,150.9433962,1901.029734,76
7642,Apprentice,V2,Sunsoul Dwarf,Gradient Pixeled Hot Pink,Lavacore Lamp,Slate Stinger,None,None,Magic Butterfly,None,None,Red Shades,None,8,66.66666667,6.785411366,17.77777778,205.1282051,400,53.33333333,1.429337145,1.106960011,117.6470588,1.031060704,1.009591116,1000,1.001627645,7.490636704,1880.407666,77
7838,Apprentice,V1,Desert Troll,Gradient Pixeled Hot Pink,Tripmetal Lamp,Steel Gutknife,None,None,Magic Butterfly,None,None,Orange Shades,None,8,66.66666667,2.666666667,17.77777778,205.1282051,400,53.33333333,1.429337145,1.106960011,117.6470588,1.031060704,1.009591116,1000,1.001627645,7.490636704,1876.288922,78
7783,Apprentice,V3,Tundra Elf,Gradient Pixeled Hot Pink,Polka Nut & Bolt,Skull Cruncher,None,None,ETH,None,None,Red Shades,None,8,66.66666667,2.094240838,18.26484018,205.1282051,400,66.66666667,1.429337145,1.106960011,96.38554217,1.031060704,1.009591116,1000,1.001627645,7.490636704,1868.275375,79
7797,Novice,V3,Tundra Troll,Gradient Pixeled Hot Pink,Obsidian Cogged,Slicer,None,Gold Pendant,ETH,None,None,Red Shades,None,9,10,2.094240838,18.26484018,205.1282051,400,50,1.429337145,58.82352941,96.38554217,1.031060704,1.009591116,1000,1.001627645,20.88772846,1866.055703,80
7803,Apprentice,V1,Desert Orc,Gradient Pixeled Maroon,Obsidian Cogged,Skull Cruncher,None,None,ETH,None,None,Orange Shades,None,8,66.66666667,2.666666667,17.09401709,200,400,66.66666667,1.429337145,1.106960011,96.38554217,1.031060704,1.009591116,1000,1.001627645,7.490636704,1862.548773,81
7858,Apprentice,V3,Forest Orc,Gradient Pixeled Hot Pink,All Star Trophy,Steel Gutknife,None,None,ETH,None,None,Hot Pink Shades,None,8,66.66666667,2.094240838,19.8019802,205.1282051,400,53.33333333,1.429337145,1.106960011,96.38554217,1.031060704,1.009591116,1000,1.001627645,7.490636704,1856.479182,82
7728,Apprentice,V3,Harbor Dwarf,Gradient Pixeled Maroon,Tripmetal Split,Dragon Tail,None,None,BTC,None,None,Orange Shades,None,8,66.66666667,2.094240838,17.7383592,200,400,53.33333333,1.429337145,1.106960011,102.5641026,1.031060704,1.009591116,1000,1.001627645,7.490636704,1855.465916,83
